AccidentID,CarID,Date,Severity,Description,RepairCost
A09976,C06650,2020-10-16,Moderate,Side swipe from passing vehicle,3951.0
A09977,C06650,2024-12-26,Major,Rear bumper collision,3669.0
A70555,C46928,2024-12-27,Severe,Side panel scratch,1638.0
A39001,C25933,2024-01-26,Severe,Minor fender bender,2892.0
A39002,C25933,2023-06-20,Moderate,Head-on collision,1763.0
A39003,C25933,2023-03-23,Severe,Side swipe from passing vehicle,4969.0
A71020,C47240,2021-11-03,Severe,Front bumper scrape,2416.0
A71021,C47240,2025-02-02,Major,Accident on slippery road,3826.0
A71022,C47240,2023-07-13,Moderate,Side mirror broken,1408.0
A32359,C21570,2022-06-12,Moderate,Windshield damage,4757.0
A32360,C21570,2021-10-19,Major,Damage from pothole incident,1872.0
A50872,C33866,2022-11-07,Minor,Head-on collision,1922.0
A50873,C33866,2021-08-11,Minor,Head-on collision,4590.0
A12021,C07982,2021-07-19,Severe,Rear bumper collision,3164.0
A12022,C07982,2023-11-02,Minor,Accident on slippery road,102.0
A12023,C07982,2024-06-08,Minor,Rear quarter panel dent,661.0
A14448,C09596,2024-10-17,Major,Side swipe from passing vehicle,2098.0
A40814,C27133,2024-02-26,Major,Damage from pothole incident,4282.0
A40815,C27133,2022-06-07,Moderate,Minor parking lot accident,1914.0
A40816,C27133,2023-09-20,Severe,Accident on slippery road,1832.0
A71447,C47508,2025-03-31,Major,Side mirror broken,3170.0
A01124,C00774,2024-07-18,Minor,Hood dent from minor crash,2927.0
A01125,C00774,2022-04-07,Moderate,Windshield damage,4008.0
A05027,C03395,2025-01-04,Severe,Scratched paint on rear bumper,3853.0
A05028,C03395,2022-01-11,Major,Windshield damage,2124.0
A38901,C25870,2023-05-05,Moderate,Minor fender bender,3915.0
A48893,C32565,2020-09-11,Moderate,Accident on slippery road,4533.0
A48894,C32565,2022-03-22,Severe,Scratched paint on rear bumper,3552.0
A48895,C32565,2022-03-23,Severe,Rear quarter panel dent,1904.0
A16162,C10710,2022-09-08,Moderate,Rear bumper collision,4306.0
A16163,C10710,2022-05-16,Severe,Door dent from tight parking,2754.0
A16164,C10710,2025-02-02,Minor,Tire puncture during accident,1418.0
A61311,C40749,2024-09-24,Moderate,Damage from pothole incident,4801.0
A61312,C40749,2025-08-30,Moderate,Head-on collision,151.0
A17464,C11593,2023-02-13,Minor,Tire puncture during accident,4705.0
A17465,C11593,2024-04-13,Minor,Tire puncture during accident,4325.0
A17466,C11593,2024-06-24,Moderate,Minor parking lot accident,302.0
A42991,C28598,2021-11-25,Moderate,Head-on collision,3615.0
A23315,C15508,2021-12-14,Severe,Minor collision at roundabout,4963.0
A23316,C15508,2022-12-04,Moderate,Rear quarter panel dent,1724.0
A23317,C15508,2024-11-15,Minor,Collision with pole,4579.0
A43438,C28892,2022-03-20,Major,Minor parking lot accident,4458.0
A43439,C28892,2023-08-28,Moderate,Damage from pothole incident,2345.0
A17029,C11297,2022-11-14,Severe,Rear-end hit at traffic light,4526.0
A17030,C11297,2020-09-23,Minor,Rear bumper collision,1991.0
A17031,C11297,2020-12-13,Minor,Side mirror broken,1440.0
A08679,C05810,2023-09-27,Moderate,Front-end collision,412.0
A08680,C05810,2022-04-01,Minor,Side panel scratch,4597.0
A08681,C05810,2021-08-29,Moderate,Minor fender bender,417.0
A34193,C22793,2022-12-15,Minor,Tire puncture during accident,4642.0
A34194,C22793,2023-06-29,Severe,Door dent from tight parking,1081.0
A34195,C22793,2024-03-17,Moderate,Rear quarter panel dent,3197.0
A71850,C47774,2023-09-05,Minor,Rear bumper collision,2955.0
A71851,C47774,2025-04-03,Major,Parking lot scrape,119.0
A33063,C22015,2025-05-29,Minor,Windshield damage,4703.0
A33064,C22015,2024-12-25,Moderate,Tire puncture during accident,4705.0
A33065,C22015,2024-01-17,Severe,Hood dent from minor crash,4414.0
A74451,C49484,2022-02-13,Major,Collision with pole,525.0
A74452,C49484,2024-09-28,Moderate,Side panel scratch,4546.0
A74453,C49484,2024-06-13,Major,Minor fender bender,2539.0
A73228,C48675,2021-01-17,Severe,Side swipe from passing vehicle,3833.0
A73229,C48675,2024-02-03,Severe,Fender scratch from curb,2030.0
A73230,C48675,2023-07-07,Major,Minor collision at roundabout,3551.0
A09300,C06223,2021-09-27,Severe,Minor collision at roundabout,4811.0
A09301,C06223,2023-08-11,Minor,Windshield damage,2197.0
A66232,C44000,2021-12-31,Major,Rear bumper collision,756.0
A02047,C01427,2023-09-05,Severe,Minor parking lot accident,480.0
A02048,C01427,2025-01-15,Severe,Rear quarter panel dent,3106.0
A12208,C08102,2025-02-04,Minor,Door dent from tight parking,2502.0
A12209,C08102,2021-04-29,Moderate,Tire puncture during accident,3383.0
A12210,C08102,2024-01-03,Minor,Scratched paint on rear bumper,2136.0
A62405,C41477,2022-06-26,Moderate,Scratched paint on rear bumper,3580.0
A62406,C41477,2024-03-21,Minor,Fender scratch from curb,2318.0
A04052,C02755,2022-01-29,Minor,Fender scratch from curb,390.0
A04053,C02755,2021-09-12,Minor,Side panel scratch,4976.0
A03827,C02618,2021-04-04,Minor,Fender scratch from curb,4576.0
A03828,C02618,2023-06-03,Minor,Front bumper scrape,3976.0
A16417,C10881,2022-02-05,Moderate,Side swipe from passing vehicle,2010.0
A16418,C10881,2021-10-26,Major,Damage from pothole incident,4474.0
A19340,C12816,2021-02-13,Minor,Accident on slippery road,1296.0
A49182,C32766,2023-05-08,Major,Head-on collision,2101.0
A49183,C32766,2023-11-06,Minor,Tire puncture during accident,2572.0
A26874,C17896,2021-07-30,Minor,Tire puncture during accident,3307.0
A55467,C36938,2022-02-08,Moderate,Damage from pothole incident,3187.0
A55468,C36938,2024-12-25,Minor,Front bumper scrape,2385.0
A71666,C47655,2025-05-26,Moderate,Side swipe from passing vehicle,2573.0
A71667,C47655,2022-06-28,Minor,Rear-end hit at traffic light,4406.0
A71668,C47655,2023-09-07,Moderate,Head-on collision,4835.0
A02541,C01764,2024-05-26,Major,Side panel scratch,3823.0
A02542,C01764,2022-07-07,Moderate,Rear-end hit at traffic light,3323.0
A02543,C01764,2025-07-27,Major,Front bumper scrape,2453.0
A40113,C26654,2024-04-16,Severe,Front bumper scrape,2123.0
A40114,C26654,2022-07-01,Severe,Rear-end hit at traffic light,4219.0
A43062,C28645,2025-02-27,Severe,Front-end collision,3000.0
A02377,C01657,2022-07-28,Major,Rear bumper collision,3957.0
A02378,C01657,2025-03-05,Minor,Hood dent from minor crash,4040.0
A12356,C08203,2021-11-11,Severe,Minor parking lot accident,2253.0
A03320,C02278,2023-08-19,Moderate,Parking lot scrape,4830.0
A11646,C07748,2022-09-06,Major,Side panel scratch,4312.0
A11647,C07748,2023-08-16,Minor,Tire puncture during accident,1648.0
A11648,C07748,2021-02-06,Minor,Hood dent from minor crash,4555.0
A06793,C04560,2022-09-05,Major,Door dent from tight parking,4897.0
A06794,C04560,2023-08-24,Minor,Rear-end hit at traffic light,1355.0
A71060,C47264,2022-02-02,Major,Minor parking lot accident,2736.0
A71061,C47264,2024-07-08,Minor,Accident on slippery road,1471.0
A49892,C33219,2020-09-30,Major,Minor parking lot accident,221.0
A56505,C37605,2025-03-02,Major,Fender scratch from curb,4472.0
A56506,C37605,2021-11-09,Severe,Minor collision at roundabout,3587.0
A24827,C16531,2022-10-26,Minor,Collision with pole,2591.0
A04320,C02928,2025-05-14,Severe,Front bumper scrape,973.0
A72210,C47994,2024-12-31,Minor,Side mirror broken,2228.0
A72211,C47994,2025-03-15,Severe,Side panel scratch,3413.0
A24910,C16592,2023-07-20,Minor,Collision with pole,3661.0
A24911,C16592,2021-03-26,Severe,Damage from pothole incident,715.0
A65319,C43379,2021-11-04,Moderate,Tire puncture during accident,4349.0
A09846,C06562,2020-10-12,Severe,Minor fender bender,4653.0
A53970,C35923,2021-06-11,Minor,Door dent from tight parking,3445.0
A53971,C35923,2022-08-22,Moderate,Minor parking lot accident,2964.0
A53972,C35923,2025-08-16,Moderate,Side panel scratch,1341.0
A64053,C42537,2022-04-03,Severe,Parking lot scrape,3471.0
A64054,C42537,2024-10-27,Severe,Rear quarter panel dent,830.0
A64055,C42537,2022-09-27,Major,Door dent from tight parking,2602.0
A59495,C39549,2021-08-12,Minor,Front-end collision,2619.0
A59496,C39549,2022-07-20,Minor,Side mirror broken,1284.0
A59497,C39549,2024-06-26,Severe,Damage from pothole incident,633.0
A23661,C15727,2024-06-04,Moderate,Parking lot scrape,1919.0
A23662,C15727,2025-01-03,Major,Rear-end hit at traffic light,2101.0
A23663,C15727,2024-01-13,Minor,Minor collision at roundabout,4189.0
A50024,C33311,2022-03-04,Minor,Collision with pole,3465.0
A73912,C49118,2020-10-14,Severe,Minor fender bender,2428.0
A73913,C49118,2025-08-31,Severe,Fender scratch from curb,4849.0
A09603,C06402,2024-07-03,Moderate,Side mirror broken,1284.0
A09604,C06402,2024-02-14,Severe,Hood dent from minor crash,158.0
A09605,C06402,2021-08-12,Minor,Head-on collision,1225.0
A59735,C39705,2023-02-07,Moderate,Door dent from tight parking,122.0
A61723,C41028,2022-11-15,Moderate,Damage from pothole incident,4892.0
A61724,C41028,2025-01-01,Minor,Front bumper scrape,2243.0
A61725,C41028,2025-04-05,Moderate,Front-end collision,1929.0
A49762,C33139,2021-03-21,Minor,Door dent from tight parking,1025.0
A49763,C33139,2024-05-26,Minor,Side mirror broken,1626.0
A49764,C33139,2024-09-24,Major,Minor collision at roundabout,1390.0
A66493,C44170,2025-06-05,Major,Rear-end hit at traffic light,2484.0
A42415,C28220,2024-05-11,Minor,Rear-end hit at traffic light,698.0
A42416,C28220,2021-07-25,Severe,Collision with pole,2835.0
A42417,C28220,2022-12-06,Severe,Damage from pothole incident,2770.0
A55742,C37112,2024-02-18,Major,Minor collision at roundabout,4494.0
A32106,C21397,2025-05-09,Minor,Damage from pothole incident,3998.0
A32107,C21397,2024-07-06,Severe,Tire puncture during accident,3427.0
A32108,C21397,2023-04-28,Major,Side swipe from passing vehicle,744.0
A60378,C40127,2024-07-07,Minor,Minor fender bender,3693.0
A60379,C40127,2025-04-02,Moderate,Hood dent from minor crash,566.0
A60380,C40127,2025-01-22,Severe,Door dent from tight parking,1141.0
A51763,C34454,2022-11-23,Minor,Side panel scratch,2555.0
A51764,C34454,2023-12-01,Major,Minor fender bender,2264.0
A51765,C34454,2022-08-23,Moderate,Hood dent from minor crash,2107.0
A36114,C24057,2021-01-28,Minor,Damage from pothole incident,1229.0
A28201,C18779,2022-05-02,Major,Rear quarter panel dent,4370.0
A28202,C18779,2023-11-01,Major,Damage from pothole incident,4791.0
A54131,C36029,2021-01-19,Minor,Head-on collision,2373.0
A46723,C31124,2024-08-06,Major,Parking lot scrape,161.0
A06975,C04680,2023-05-10,Moderate,Minor collision at roundabout,3648.0
A08632,C05772,2024-09-04,Major,Collision with pole,4551.0
A34371,C22910,2021-10-11,Major,Front-end collision,3419.0
A34372,C22910,2023-02-07,Moderate,Windshield damage,2937.0
A57908,C38536,2025-07-11,Moderate,Rear bumper collision,714.0
A57909,C38536,2023-05-02,Major,Side mirror broken,1258.0
A57910,C38536,2024-04-24,Moderate,Rear-end hit at traffic light,1134.0
A63835,C42408,2022-01-23,Severe,Head-on collision,1066.0
A49432,C32919,2025-07-21,Moderate,Fender scratch from curb,3962.0
A49433,C32919,2020-11-11,Severe,Minor parking lot accident,1624.0
A49434,C32919,2022-07-07,Minor,Side panel scratch,3411.0
A72055,C47906,2021-12-09,Minor,Side swipe from passing vehicle,2178.0
A72056,C47906,2022-03-16,Severe,Damage from pothole incident,4303.0
A72057,C47906,2022-10-14,Major,Rear-end hit at traffic light,1980.0
A32374,C21582,2022-03-08,Major,Minor fender bender,2766.0
A32375,C21582,2024-10-28,Moderate,Minor collision at roundabout,2928.0
A32376,C21582,2022-02-25,Minor,Minor parking lot accident,1746.0
A23966,C15939,2025-08-07,Moderate,Rear-end hit at traffic light,383.0
A23967,C15939,2021-08-12,Minor,Tire puncture during accident,617.0
A15752,C10424,2023-04-27,Major,Rear-end hit at traffic light,4128.0
A15753,C10424,2025-06-15,Minor,Side swipe from passing vehicle,2301.0
A69828,C46451,2023-05-31,Moderate,Fender scratch from curb,4528.0
A69829,C46451,2022-04-05,Severe,Front bumper scrape,1663.0
A69830,C46451,2024-10-14,Major,Fender scratch from curb,4579.0
A12186,C08091,2024-12-24,Minor,Side swipe from passing vehicle,1783.0
A12187,C08091,2023-06-07,Major,Minor collision at roundabout,4381.0
A17700,C11752,2023-06-15,Moderate,Rear bumper collision,3303.0
A17701,C11752,2022-07-21,Minor,Side swipe from passing vehicle,1860.0
A17702,C11752,2022-05-11,Severe,Parking lot scrape,3043.0
A52704,C35101,2021-11-04,Severe,Door dent from tight parking,1772.0
A32510,C21668,2024-08-25,Moderate,Tire puncture during accident,4363.0
A32511,C21668,2024-02-22,Moderate,Rear bumper collision,3274.0
A33190,C22096,2022-05-26,Major,Rear bumper collision,4764.0
A33191,C22096,2023-08-22,Minor,Front-end collision,4803.0
A23483,C15613,2023-12-23,Minor,Rear-end hit at traffic light,1079.0
A23484,C15613,2021-06-08,Moderate,Windshield damage,3652.0
A23485,C15613,2025-07-12,Minor,Side panel scratch,4986.0
A00023,C00014,2025-04-14,Moderate,Collision with pole,4110.0
A00024,C00014,2025-01-21,Moderate,Scratched paint on rear bumper,2271.0
A00025,C00014,2023-03-29,Moderate,Minor parking lot accident,4376.0
A06299,C04252,2023-01-19,Severe,Scratched paint on rear bumper,4674.0
A06300,C04252,2024-09-15,Moderate,Minor collision at roundabout,1001.0
A12815,C08495,2021-02-02,Moderate,Rear bumper collision,4543.0
A12816,C08495,2025-08-31,Moderate,Side mirror broken,3532.0
A12817,C08495,2021-07-23,Moderate,Fender scratch from curb,3048.0
A05461,C03675,2023-07-17,Severe,Scratched paint on rear bumper,3858.0
A05462,C03675,2021-06-23,Severe,Side swipe from passing vehicle,785.0
A13136,C08722,2024-01-20,Minor,Side mirror broken,1291.0
A13137,C08722,2022-05-16,Moderate,Fender scratch from curb,3434.0
A13138,C08722,2022-01-23,Minor,Rear bumper collision,2638.0
A20423,C13557,2022-03-06,Moderate,Rear-end hit at traffic light,2143.0
A20424,C13557,2023-06-02,Major,Side panel scratch,2950.0
A20425,C13557,2021-08-21,Severe,Head-on collision,195.0
A56619,C37677,2024-02-03,Moderate,Damage from pothole incident,2653.0
A11523,C07672,2023-12-08,Major,Windshield damage,1180.0
A11524,C07672,2024-02-10,Severe,Head-on collision,4811.0
A44113,C29354,2021-09-07,Minor,Rear-end hit at traffic light,4766.0
A25642,C17081,2024-01-25,Moderate,Head-on collision,4753.0
A25643,C17081,2021-07-24,Moderate,Minor collision at roundabout,2155.0
A28145,C18742,2020-10-19,Minor,Fender scratch from curb,3066.0
A61608,C40949,2021-01-07,Major,Accident on slippery road,1644.0
A61609,C40949,2023-12-27,Moderate,Side swipe from passing vehicle,2488.0
A61610,C40949,2021-11-30,Moderate,Accident on slippery road,2515.0
A71392,C47471,2022-11-29,Moderate,Minor fender bender,4900.0
A08151,C05461,2023-09-14,Minor,Minor fender bender,3583.0
A17762,C11790,2022-02-17,Moderate,Damage from pothole incident,677.0
A17763,C11790,2024-04-19,Minor,Fender scratch from curb,2513.0
A49913,C33241,2023-12-11,Major,Windshield damage,1865.0
A49914,C33241,2021-01-09,Moderate,Parking lot scrape,3383.0
A17687,C11743,2023-10-17,Moderate,Minor collision at roundabout,204.0
A20414,C13553,2022-11-10,Moderate,Head-on collision,568.0
A20415,C13553,2022-09-24,Moderate,Minor collision at roundabout,2812.0
A35337,C23519,2022-03-03,Severe,Rear bumper collision,2427.0
A35338,C23519,2021-09-30,Major,Hood dent from minor crash,1733.0
A19684,C13054,2022-10-01,Minor,Side mirror broken,2239.0
A19685,C13054,2024-09-06,Moderate,Minor fender bender,3467.0
A20799,C13815,2021-07-01,Major,Rear quarter panel dent,4911.0
A34624,C23069,2023-02-26,Moderate,Parking lot scrape,4418.0
A34625,C23069,2023-04-20,Severe,Accident on slippery road,4815.0
A34626,C23069,2025-03-19,Minor,Minor collision at roundabout,659.0
A46001,C30638,2022-01-28,Minor,Head-on collision,2133.0
A36054,C24018,2024-04-22,Severe,Collision with pole,4497.0
A36055,C24018,2023-07-05,Moderate,Windshield damage,494.0
A36056,C24018,2021-12-15,Major,Minor collision at roundabout,132.0
A28844,C19212,2023-02-24,Moderate,Side swipe from passing vehicle,2672.0
A15624,C10330,2023-04-06,Major,Collision with pole,3987.0
A15625,C10330,2023-10-24,Severe,Front-end collision,1286.0
A44614,C29689,2021-07-21,Minor,Tire puncture during accident,2960.0
A44615,C29689,2025-04-17,Minor,Minor collision at roundabout,2420.0
A50878,C33870,2024-01-06,Major,Side panel scratch,2179.0
A50879,C33870,2024-11-25,Minor,Fender scratch from curb,3324.0
A50880,C33870,2021-10-06,Severe,Parking lot scrape,397.0
A05476,C03684,2021-12-26,Severe,Side panel scratch,2169.0
A46415,C30902,2021-04-21,Severe,Minor fender bender,4543.0
A46416,C30902,2023-06-28,Moderate,Fender scratch from curb,3395.0
A15470,C10238,2024-02-10,Major,Head-on collision,2166.0
A15471,C10238,2023-06-30,Major,Front-end collision,3491.0
A56313,C37471,2022-11-30,Minor,Scratched paint on rear bumper,3239.0
A56314,C37471,2024-02-10,Minor,Side panel scratch,197.0
A28771,C19167,2022-01-25,Moderate,Accident on slippery road,3915.0
A28772,C19167,2024-04-29,Minor,Scratched paint on rear bumper,1286.0
A17405,C11551,2023-11-17,Severe,Fender scratch from curb,2734.0
A17406,C11551,2022-07-25,Major,Scratched paint on rear bumper,231.0
A17407,C11551,2021-11-06,Major,Parking lot scrape,2933.0
A54783,C36475,2024-07-11,Major,Front-end collision,3392.0
A46849,C31201,2021-05-07,Severe,Fender scratch from curb,2434.0
A46850,C31201,2024-11-20,Major,Rear bumper collision,473.0
A60138,C39960,2021-03-05,Severe,Scratched paint on rear bumper,4212.0
A60139,C39960,2023-09-14,Major,Hood dent from minor crash,1381.0
A60140,C39960,2021-05-19,Moderate,Door dent from tight parking,1691.0
A05815,C03915,2024-04-13,Minor,Side mirror broken,3793.0
A05816,C03915,2025-03-31,Minor,Hood dent from minor crash,4949.0
A40047,C26612,2025-02-27,Moderate,Front bumper scrape,3587.0
A49906,C33232,2021-09-02,Moderate,Minor parking lot accident,4190.0
A25522,C17004,2021-09-11,Minor,Minor fender bender,2108.0
A25523,C17004,2023-07-20,Major,Rear quarter panel dent,480.0
A62957,C41832,2023-01-29,Moderate,Scratched paint on rear bumper,1966.0
A62958,C41832,2024-12-07,Minor,Collision with pole,4317.0
A62959,C41832,2021-08-29,Minor,Scratched paint on rear bumper,2906.0
A70954,C47193,2021-01-27,Severe,Fender scratch from curb,834.0
A70955,C47193,2023-07-05,Moderate,Rear quarter panel dent,4506.0
